state,district,market,crop,variety,date,min_price,max_price,price_per_kg
kerala,thirssur,chelakkara,cucumbar(kheera),other,19-08-2025,3800,4000,3900
kerala,thirssur,chelakkara,duster beans,other,19-08-2025,7000,7500,7200
kerala,thirssur,chelakkara,green chilli,other,19-08-2025,6500,6800,6600
kerala,thirssur,chelakkara,onion,other,19-08-2025,2500,3000,2800
kerala,thirssur,chelakkara,tapioca,other,19-08-2025,3000,3500,3200
kerala,thirssur,kadukutty vfpck,banana,robusta,19-08-2025,2000,2800,2500
kerala,thiruvananthapuram,mylachal vfpck,amaranthus,amaranth greens-organic,19-08-2025,6000,7000,6500
kerala,wayanad,manathavady,coffee,other,19-08-2025,24000,24000,24000
kerala,wayanad,manathavady,cucumbar(kheera),cucumbar,19-08-2025,1500,1600,1600
kerala,wayanad,manathavady,green chilli,green chilly,19-08-2025,3500,3600,3600
kerala,wayanad,manathavady,snakeguard,snakeguard,19-08-2025,2200,2200,2200
kerala,wayanad,pulpally,banana,other,19-08-2025,3200,3400,3300
kerala,wayanad,pulpally,coffee,other,19-08-2025,18600,18800,18700
kerala,wayanad,pulpally,cucumbar(kheera),other,19-08-2025,1200,1400,1300
madhya pradesh,alirajpur,jobat,wheat,mill quality,19-08-2025,2400,2400,2400
madhya pradesh,ashoknagar,ashoknagar,bengal gram(gram)(whole),gram,19-08-2025,5700,6000,6000
madhya pradesh,ashoknagar,ashoknagar,wheat,other,19-08-2025,2576,2711,2700
madhya pradesh,ashoknagar,ashoknagar,wheat,wheat,19-08-2025,2666,2666,2666
madhya pradesh,badwani,badwani(f&v),green chilli,green chilly,19-08-2025,1700,1700,1700
madhya pradesh,badwani,sendhwa(f&v),bottle gourd,bottle gourd,19-08-2025,600,1100,900
madhya pradesh,badwani,sendhwa(f&v),cabbage,cabbage,19-08-2025,700,1100,900
madhya pradesh,badwani,sendhwa(f&v),ginger(green),green ginger,19-08-2025,1700,2700,2400
madhya pradesh,balaghat,balaghat,paddy(dhan)(common),common,19-08-2025,1450,1775,1775
madhya pradesh,bhopal,bhopal,soyabean,soyabeen,19-08-2025,4515,4515,4515
madhya pradesh,chhatarpur,bakswaha,wheat,wheat,19-08-2025,2600,2600,2600
madhya pradesh,chhindwara,chaurai,bengal gram(gram)(whole),desi (f.a.q. split),19-08-2025,5576,5751,5751
madhya pradesh,chhindwara,chhindwara,bengal gram(gram)(whole),gram,19-08-2025,5400,5765,5765
madhya pradesh,damoh,damoh,soyabean,yellow,19-08-2025,4250,4505,4505
madhya pradesh,datia,sevda,wheat,mill quality,19-08-2025,2600,2629,2600
madhya pradesh,dewas,kannod,wheat,wheat,19-08-2025,2640,2640,2640
madhya pradesh,dewas,khategaon,bengal gram(gram)(whole),gram,19-08-2025,4811,5786,5786
madhya pradesh,dewas,khategaon,soyabean,soyabeen,19-08-2025,3766,4641,4531
madhya pradesh,dewas,khategaon,wheat,wheat,19-08-2025,2511,2681,2657
madhya pradesh,dewas,sonkatch,soyabean,soyabeen,19-08-2025,2800,4710,4710
madhya pradesh,dhar,dhar,wheat,wheat,19-08-2025,2600,2922,2746
madhya pradesh,dhar,kukshi,maize,yellow,19-08-2025,2100,2100,2100
madhya pradesh,dhar,manawar(f&v),bhindi(ladies finger),bhindi,19-08-2025,663,863,763
madhya pradesh,dhar,manawar(f&v),pumpkin,pumpkin,19-08-2025,750,950,850
madhya pradesh,guna,aron,soyabean,soyabeen,19-08-2025,4205,4411,4411
madhya pradesh,guna,guna,coriander(leaves),coriander,19-08-2025,7850,7850,7850
madhya pradesh,gwalior,dabra,buttery,buttery,19-08-2025,3580,3605,3600
madhya pradesh,gwalior,lashkar,mango powder,amchur,19-08-2025,4000,5031,4500
madhya pradesh,harda,harda,bengal gram(gram)(whole),chana kabuli,19-08-2025,3501,6180,6180
madhya pradesh,harda,harda,green gram (moong)(whole),green (whole),19-08-2025,1350,8401,7501
madhya pradesh,harda,harda,maize,yellow,19-08-2025,2199,2199,2199
madhya pradesh,harda,khirakiya,soyabean,soyabeen,19-08-2025,4200,4481,4481
madhya pradesh,harda,khirakiya,wheat,mill quality,19-08-2025,2663,2730,2711
madhya pradesh,harda,sirali(f&v),pumpkin,pumpkin,19-08-2025,1000,1000,1000
madhya pradesh,harda,timarni,bengal gram(gram)(whole),gram,19-08-2025,5500,5950,5950
madhya pradesh,harda,timarni,wheat,wheat,19-08-2025,2600,2658,2658
madhya pradesh,hoshangabad,babai,green gram (moong)(whole),green (whole),19-08-2025,8500,8500,8500
madhya pradesh,hoshangabad,itarsi,wheat,mill quality,19-08-2025,2601,2601,2601
madhya pradesh,indore,indore,soyabean,soyabeen,19-08-2025,2850,4835,4835
madhya pradesh,indore,indore(f&v),apple,apple,19-08-2025,2500,8000,4500
madhya pradesh,jabalpur,jabalpur,green peas,pea,19-08-2025,2715,2715,2715
madhya pradesh,jhabua,jhabua,wheat,wheat,19-08-2025,2630,2630,2630
madhya pradesh,khandwa,harsood,soyabean,soyabeen,19-08-2025,4328,4328,4328
madhya pradesh,khandwa,harsood,wheat,mill quality,19-08-2025,2477,2490,2490
madhya pradesh,khandwa,khandwa,onion,local,19-08-2025,1000,1000,1000
madhya pradesh,khandwa,khandwa,wheat,mill quality,19-08-2025,2680,2811,2789
madhya pradesh,khandwa,sanawad(f&v),bottle gourd,bottle gourd,19-08-2025,1100,1500,1300
madhya pradesh,khargone,badwaha,soyabean,soyabeen,19-08-2025,3605,4330,4330
madhya pradesh,khargone,kasrawad,wheat,wheat,19-08-2025,2690,2720,2720
madhya pradesh,khargone,khargone,soyabean,soyabeen,19-08-2025,4141,4141,4141
madhya pradesh,mandla,bichhiya,paddy(dhan)(common),common,19-08-2025,2120,2125,2125
madhya pradesh,mandla,mandla,paddy(dhan)(common),common,19-08-2025,1875,1875,1875
madhya pradesh,mandla,nainpur,wheat,mill quality,19-08-2025,2490,2515,2515
madhya pradesh,mandla,nainpur,wheat,wheat,19-08-2025,2450,2450,2450
madhya pradesh,mandsaur,daloda,soyabean,soyabeen,19-08-2025,4100,4691,4500
madhya pradesh,mandsaur,piplya,garlic,garlic,19-08-2025,2710,3501,3501
madhya pradesh,mandsaur,piplya,wheat,wheat,19-08-2025,2800,2829,2800
madhya pradesh,mandsaur,shamgarh,bengal gram(gram)(whole),gram,19-08-2025,5531,5531,5531
madhya pradesh,mandsaur,shamgarh,"sesamum(sesame,gingelly,til)",sesame,19-08-2025,4000,8680,8000
madhya pradesh,mandsaur,shamgarh,wheat,wheat,19-08-2025,2601,2601,2601
madhya pradesh,mandsaur,suvasra,wheat,mill quality,19-08-2025,2413,2416,2416
madhya pradesh,morena,morena,green gram (moong)(whole),green (whole),19-08-2025,6910,7050,7050
madhya pradesh,morena,porsa,potato,local,19-08-2025,900,920,900
madhya pradesh,morena,porsa,wheat,mill quality,19-08-2025,2525,2525,2525
madhya pradesh,narsinghpur,narsinghpur,wheat,mill quality,19-08-2025,2580,2629,2580
madhya pradesh,neemuch,neemuch,garlic,garlic,19-08-2025,2400,3100,3100
madhya pradesh,neemuch,neemuch,methi seeds,methiseeds,19-08-2025,5200,5200,5200
madhya pradesh,panna,pawai,wheat,mill quality,19-08-2025,2450,2450,2450
madhya pradesh,raisen,bareli,wheat,mill quality,19-08-2025,2540,2591,2540
madhya pradesh,raisen,gairatganj,bengal gram(gram)(whole),gram,19-08-2025,5777,5805,5800
madhya pradesh,raisen,obedullaganj,wheat,mill quality,19-08-2025,2525,2550,2550
madhya pradesh,raisen,silvani,paddy(dhan)(common),basumathi,19-08-2025,2901,2901,2901
madhya pradesh,raisen,udaipura,green gram (moong)(whole),green (whole),19-08-2025,300,7305,6500
madhya pradesh,rajgarh,biaora,garlic,garlic-organic,19-08-2025,3110,6200,6200
madhya pradesh,rajgarh,biaora,lentil (masur)(whole),masur dal,19-08-2025,6890,7255,7255
madhya pradesh,rajgarh,chhapiheda,wheat,wheat,19-08-2025,2550,2625,2625
madhya pradesh,rajgarh,khilchipur,coriander(leaves),coriander,19-08-2025,6525,6525,6525
madhya pradesh,rajgarh,pachaur,wheat,wheat,19-08-2025,2590,2642,2610
madhya pradesh,ratlam,jawra(f&v),cabbage,cabbage,19-08-2025,1000,2000,1200
madhya pradesh,ratlam,jawra(f&v),green chilli,green chilly,19-08-2025,3000,4500,3500
madhya pradesh,ratlam,jawra(f&v),spinach,spinach,19-08-2025,1000,2000,1300
madhya pradesh,ratlam,sailana,onion,onion,19-08-2025,446,1510,1510
madhya pradesh,ratlam,taal,soyabean,soyabeen,19-08-2025,4600,4665,4665
madhya pradesh,rewa,chaakghat,wheat,wheat,19-08-2025,2540,2550,2550
madhya pradesh,sagar,bina,buttery,buttery,19-08-2025,2826,3951,3951
madhya pradesh,sagar,bina,green peas,pea,19-08-2025,3000,8850,3191
madhya pradesh,sagar,bina,lak(teora),tiwada,19-08-2025,3095,3372,3372
madhya pradesh,sagar,bina,wheat,sharbati,19-08-2025,2870,2870,2870
madhya pradesh,sagar,garhakota,bengal gram(gram)(whole),gram,19-08-2025,5775,5785,5785
madhya pradesh,sagar,garhakota,soyabean,soyabeen,19-08-2025,4360,4435,4435
madhya pradesh,sagar,garhakota,wheat,wheat,19-08-2025,2590,2600,2600
madhya pradesh,sagar,khurai,buttery,buttery,19-08-2025,3700,3700,3700
madhya pradesh,sagar,khurai,soyabean,soyabeen,19-08-2025,4091,4600,4600
madhya pradesh,sagar,khurai,wheat,wheat,19-08-2025,2570,2800,2665
madhya pradesh,sagar,khurai(f&v),bhindi(ladies finger),bhindi,19-08-2025,1000,1400,1200
madhya pradesh,sagar,sagar,lentil (masur)(whole),masur dal,19-08-2025,5950,6375,6375
madhya pradesh,sagar,sagar,linseed,flaxseed,19-08-2025,7490,7490,7490
madhya pradesh,satna,ramnagar,wheat,mill quality,19-08-2025,2500,2510,2510
madhya pradesh,sehore,nasrullaganj,green gram (moong)(whole),green (whole),19-08-2025,2130,7000,7000
madhya pradesh,sehore,nasrullaganj,wheat,wheat,19-08-2025,2596,2689,2638
madhya pradesh,sehore,sehore,soyabean,yellow,19-08-2025,4000,4700,4700
madhya pradesh,seoni,barghat,paddy(dhan)(common),common,19-08-2025,2310,2310,2310
madhya pradesh,seoni,ghansour,paddy(dhan)(common),common,19-08-2025,1700,1700,1700
madhya pradesh,seoni,ghansour,wheat,mill quality,19-08-2025,2250,2350,2350
madhya pradesh,shajapur,agar,lentil (masur)(whole),masur dal,19-08-2025,4001,6851,6851
madhya pradesh,shajapur,nalkehda,coriander(leaves),coriander,19-08-2025,4590,6870,6870
madhya pradesh,shajapur,nalkehda,soyabean,yellow,19-08-2025,4650,4665,4665
madhya pradesh,shajapur,shujalpur,onion,red,19-08-2025,300,1673,400
madhya pradesh,sheopur,sheopurbadod,wheat,wheat,19-08-2025,2631,2631,2631
madhya pradesh,shivpuri,kolaras,soyabean,soyabeen,19-08-2025,4085,4300,4300
madhya pradesh,shivpuri,pohari,mustard,mustard,19-08-2025,6685,7235,7075
madhya pradesh,ujjain,khachrod,wheat,wheat,19-08-2025,2551,2741,2690
madhya pradesh,ujjain,ujjain,garlic,garlic,19-08-2025,3219,3219,3219
madhya pradesh,ujjain,ujjain,soyabean,soyabeen,19-08-2025,3300,4766,4660
madhya pradesh,umariya,umariya,paddy(dhan)(common),dhan,19-08-2025,1800,1800,1800
madhya pradesh,vidisha,ganjbasoda,bengal gram(gram)(whole),desi (f.a.q. split),19-08-2025,5260,5260,5260
madhya pradesh,vidisha,shamshabad,soyabean,soyabeen,19-08-2025,4101,4475,4475
maharashtra,ahmednagar,rahata,beetroot,other,19-08-2025,1000,2000,1500
maharashtra,ahmednagar,rahata,bhindi(ladies finger),other,19-08-2025,500,2000,1250
maharashtra,ahmednagar,rahata,carrot,other,19-08-2025,1500,2000,1750
maharashtra,ahmednagar,rahata,drumstick,other,19-08-2025,2000,3500,2500
maharashtra,ahmednagar,rahata,ginger(green),other,19-08-2025,2000,4000,3000
maharashtra,ahmednagar,rahata,little gourd (kundru),other,19-08-2025,2000,2000,2000
maharashtra,ahmednagar,rahata,ridgeguard(tori),other,19-08-2025,1000,2000,1500
maharashtra,amarawati,amarawati,maize,deshi red,19-08-2025,2000,2100,2050
maharashtra,chandrapur,chandrapur(ganjwad),cauliflower,other,19-08-2025,1000,2000,1500
maharashtra,chandrapur,chandrapur(ganjwad),onion,other,19-08-2025,1800,2200,2000
maharashtra,chandrapur,chandrapur(ganjwad),spinach,other,19-08-2025,1000,3000,2000
maharashtra,chattrapati sambhajinagar,chattrapati sambhajinagar,apple,other,19-08-2025,3500,9500,6500
maharashtra,chattrapati sambhajinagar,chattrapati sambhajinagar,green chilli,other,19-08-2025,3000,4500,3750
maharashtra,chattrapati sambhajinagar,chattrapati sambhajinagar,lime,other,19-08-2025,3200,4000,3600
maharashtra,chattrapati sambhajinagar,chattrapati sambhajinagar,papaya,other,19-08-2025,1000,1400,1200
maharashtra,gadchiroli,armori,paddy(dhan)(common),other,19-08-2025,2420,2840,2600
maharashtra,gadchiroli,armori(desaiganj),paddy(dhan)(common),other,19-08-2025,1500,2300,2110
maharashtra,jalgaon,bhusaval,bitter gourd,other,19-08-2025,1000,1500,1500
maharashtra,jalgaon,bhusaval,cucumbar(kheera),other,19-08-2025,1000,2000,1500
maharashtra,jalgaon,bhusaval,green chilli,other,19-08-2025,4000,5000,4500
maharashtra,jalgaon,bhusaval,little gourd (kundru),other,19-08-2025,1500,1500,1500
maharashtra,jalgaon,bhusaval,raddish,other,19-08-2025,1500,1500,1500
maharashtra,jalgaon,bhusaval,spinach,other,19-08-2025,1500,2000,2000
maharashtra,jalgaon,bhusaval,sweet pumpkin,other,19-08-2025,600,1000,800
maharashtra,kolhapur,kolhapur,cabbage,other,19-08-2025,400,500,450
maharashtra,kolhapur,kolhapur,coriander(leaves),other,19-08-2025,1500,4000,2750
maharashtra,kolhapur,kolhapur,methi(leaves),other,19-08-2025,2500,5000,3750
maharashtra,mumbai,mumbai,beans,other,19-08-2025,2200,2600,2400
maharashtra,mumbai,mumbai,bengal gram(gram)(whole),other,19-08-2025,6800,8000,7500
maharashtra,mumbai,mumbai,bhindi(ladies finger),other,19-08-2025,2000,2800,2400
maharashtra,mumbai,mumbai,corriander seed,other,19-08-2025,10000,22500,16250
maharashtra,mumbai,mumbai,cowpea (lobia/karamani),other,19-08-2025,7400,10000,9500
maharashtra,mumbai,mumbai,cucumbar(kheera),other,19-08-2025,800,1200,1000
maharashtra,mumbai,mumbai,ghee,other,19-08-2025,62500,78500,70500
maharashtra,mumbai,mumbai,green chilli,other,19-08-2025,3000,6000,4500
maharashtra,mumbai,mumbai,green gram dal (moong dal),other,19-08-2025,7500,12000,10500
maharashtra,mumbai,mumbai,gur(jaggery),other,19-08-2025,5000,5600,5300
maharashtra,mumbai,mumbai,lentil (masur)(whole),other,19-08-2025,6900,8300,7700
maharashtra,mumbai,mumbai,maize,other,19-08-2025,2700,3500,3200
maharashtra,mumbai,mumbai,mango (raw-ripe),other,19-08-2025,2600,3000,2800
maharashtra,mumbai,mumbai,ridgeguard(tori),other,19-08-2025,2000,4000,3000
maharashtra,mumbai,mumbai,sabu dan,other,19-08-2025,4000,4900,4600
maharashtra,mumbai,mumbai- fruit market,mango,other,19-08-2025,7000,9000,8000
maharashtra,mumbai,vashi new mumbai,onion,other,19-08-2025,1000,1700,1350
maharashtra,nagpur,kalmeshwar,brinjal,other,19-08-2025,610,1000,820
maharashtra,nashik,malegaon,maize,yellow,19-08-2025,2100,2191,2150
maharashtra,pune,khed,cucumbar(kheera),other,19-08-2025,800,1500,1100
maharashtra,pune,khed(chakan),bitter gourd,other,19-08-2025,2000,3000,2500
maharashtra,pune,khed(chakan),ridgeguard(tori),other,19-08-2025,2500,3500,3000
maharashtra,pune,pune,bajra(pearl millet/cumbu),other,19-08-2025,3400,3700,3550
maharashtra,pune,pune,black gram (urd beans)(whole),other,19-08-2025,8800,9600,9200
maharashtra,pune,pune,maize,deshi red,19-08-2025,2400,2700,2550
maharashtra,pune,pune(moshi),beetroot,other,19-08-2025,1000,2000,1500
maharashtra,pune,pune(moshi),brinjal,other,19-08-2025,2000,3000,2500
maharashtra,pune,pune(moshi),cabbage,other,19-08-2025,1000,2000,1500
maharashtra,pune,pune(moshi),garlic,other,19-08-2025,7000,8000,7500
maharashtra,pune,pune(moshi),ginger(green),other,19-08-2025,3000,4000,3500
maharashtra,pune,pune(moshi),onion green,other,19-08-2025,15,15,15
maharashtra,pune,pune(moshi),orange,other,19-08-2025,7000,7000,7000
maharashtra,pune,pune(moshi),pomegranate,other,19-08-2025,12000,12000,12000
maharashtra,pune,pune(pimpri),beetroot,other,19-08-2025,2000,2000,2000
maharashtra,pune,pune(pimpri),bhindi(ladies finger),other,19-08-2025,3000,3000,3000
maharashtra,pune,pune(pimpri),bottle gourd,other,19-08-2025,2000,3000,2500
maharashtra,pune,pune(pimpri),coriander(leaves),other,19-08-2025,6,7,7
maharashtra,raigad,panvel,bhindi(ladies finger),other,19-08-2025,3500,4000,3750
maharashtra,raigad,panvel,little gourd (kundru),other,19-08-2025,4000,5000,4500
maharashtra,raigad,panvel,ridgeguard(tori),other,19-08-2025,3000,4000,3500
maharashtra,ratnagiri,ratnagiri (nachane),beans,other,19-08-2025,3000,3500,3300
maharashtra,ratnagiri,ratnagiri (nachane),chilly capsicum,other,19-08-2025,3500,4000,3700
maharashtra,sangli,sangli,bajra(pearl millet/cumbu),other,19-08-2025,2775,3200,2988
maharashtra,sangli,sangli,chili red,other,19-08-2025,9000,15000,12000
maharashtra,sangli,sangli,gur(jaggery),other,19-08-2025,3350,4300,3825
maharashtra,sangli,"sangli(phale, bhajipura market)",guava,other,19-08-2025,1000,1500,1250
maharashtra,sangli,"sangli(phale, bhajipura market)",pomegranate,other,19-08-2025,4000,11000,7500
maharashtra,sangli,"sangli(phale, bhajipura market)",potato,local,19-08-2025,1000,1800,1400
maharashtra,sangli,vita,brinjal,other,19-08-2025,1000,2000,1500
maharashtra,sangli,vita,tomato,other,19-08-2025,1500,2500,2000
maharashtra,satara,karad,beans,other,19-08-2025,4000,5000,5000
maharashtra,satara,karad,brinjal,other,19-08-2025,1000,1500,1500
maharashtra,satara,karad,cucumbar(kheera),other,19-08-2025,1000,1500,1500
maharashtra,satara,karad,drumstick,other,19-08-2025,1500,2000,2000
maharashtra,satara,karad,snakeguard,other,19-08-2025,2000,3000,3000
maharashtra,satara,patan,ginger(green),other,19-08-2025,1500,2000,1750
maharashtra,satara,satara,bitter gourd,other,19-08-2025,2000,2500,2250
maharashtra,sholapur,solapur,rice,other,19-08-2025,3400,7100,3995
maharashtra,thane,palghar,rice,1009 kar,19-08-2025,4825,4825,4825
nagaland,dimapur,dimapur,leafy vegetable,leafy vegetables,19-08-2025,2500,3500,3000
nagaland,kohima,kohima,potato,potato,19-08-2025,4000,4200,4100
nct of delhi,delhi,"flower market,gazipur",raibel,other,19-08-2025,350,450,400
odisha,bargarh,attabira,paddy(dhan)(common),other,19-08-2025,2300,2320,2300
odisha,bargarh,bargarh(barapalli),cabbage,cabbage,19-08-2025,3400,3600,3500
odisha,boudh,boudh,drumstick,drumstick,19-08-2025,6000,8000,7000
odisha,boudh,boudh,pointed gourd (parval),other,19-08-2025,5000,7000,6000
odisha,boudh,khunthabandha,brinjal,other,19-08-2025,3000,4500,4000
odisha,boudh,khunthabandha,pumpkin,other,19-08-2025,1000,1500,1200
odisha,dhenkanal,kamakhyanagar,green chilli,green chilly,19-08-2025,10000,11200,11000
odisha,dhenkanal,kamakhyanagar,onion,onion,19-08-2025,2400,3000,2500
odisha,dhenkanal,kamakhyanagar,pumpkin,pumpkin,19-08-2025,2400,3000,2500
odisha,gajapati,parlakhemundi,drumstick,other,19-08-2025,1800,2000,1900
odisha,gajapati,parlakhemundi,tomato,other,19-08-2025,3800,4000,3900
odisha,sonepur,dungurapalli,cauliflower,other,19-08-2025,7500,8000,8000
odisha,sonepur,pandkital,bhindi(ladies finger),other,19-08-2025,3500,4000,3800
odisha,sonepur,pandkital,brinjal,other,19-08-2025,3000,3200,3100
odisha,sundergarh,panposh,bitter gourd,other,19-08-2025,4000,4500,4300
odisha,sundergarh,panposh,brinjal,other,19-08-2025,4000,4500,4300
odisha,sundergarh,panposh,cucumbar(kheera),other,19-08-2025,3000,3500,3300
odisha,sundergarh,sargipali,cabbage,other,19-08-2025,3500,4000,3800
odisha,sundergarh,sargipali,green chilli,other,19-08-2025,5500,6000,5800
punjab,bhatinda,bhagta bhai ka,onion,other,19-08-2025,1600,1600,1600
punjab,bhatinda,bhagta bhai ka,potato,other,19-08-2025,1300,1300,1300
punjab,bhatinda,bhagta bhai ka,pumpkin,other,19-08-2025,2200,2200,2200
punjab,bhatinda,rampuraphul(nabha mandi),apple,other,19-08-2025,10000,13000,12000
punjab,bhatinda,rampuraphul(nabha mandi),bhindi(ladies finger),other,19-08-2025,1000,2000,1500
punjab,bhatinda,rampuraphul(nabha mandi),ridgeguard(tori),other,19-08-2025,1000,2000,1500
punjab,bhatinda,rampuraphul(nabha mandi),tomato,other,19-08-2025,2000,3000,2500
punjab,fatehgarh,bassi pathana,bottle gourd,bottle gourd,19-08-2025,1000,1500,1200
punjab,fatehgarh,bassi pathana,cucumbar(kheera),cucumbar,19-08-2025,2500,3000,2800
punjab,fatehgarh,bassi pathana,lemon,lemon,19-08-2025,4000,5000,4500
punjab,fatehgarh,bassi pathana,onion,other,19-08-2025,2100,2400,2200
punjab,fatehgarh,bassi pathana,plum,plum,19-08-2025,4000,5000,4500
punjab,fatehgarh,bassi pathana,potato,potato,19-08-2025,1000,1200,1100
punjab,fatehgarh,khamano,cucumbar(kheera),cucumbar,19-08-2025,3000,3000,3000
punjab,fatehgarh,khamano,potato,potato,19-08-2025,3000,3000,3000
punjab,fatehgarh,khamano,ridgeguard(tori),other,19-08-2025,4400,4400,4400
punjab,fatehgarh,khamano,tomato,tomato,19-08-2025,5000,5000,5000
punjab,fatehgarh,sirhind,green chilli,other,19-08-2025,2500,3800,3500
punjab,fatehgarh,sirhind,lemon,other,19-08-2025,3500,4600,4000
punjab,fatehgarh,sirhind,pineapple,other,19-08-2025,2500,3500,3000
punjab,fazilka,fazilka,green chilli,other,19-08-2025,5000,7000,6000
punjab,fazilka,jalalabad,bhindi(ladies finger),other,19-08-2025,2000,2150,2100
punjab,fazilka,jalalabad,cucumbar(kheera),other,19-08-2025,1500,1800,1600
punjab,fazilka,jalalabad,green chilli,other,19-08-2025,2500,2600,2550
punjab,fazilka,jalalabad,potato,other,19-08-2025,850,1000,900
punjab,fazilka,jalalabad,tomato,other,19-08-2025,3700,4000,3800
punjab,gurdaspur,gurdaspur,bhindi(ladies finger),other,19-08-2025,2500,3000,2800
punjab,gurdaspur,gurdaspur,cauliflower,other,19-08-2025,700,800,750
punjab,gurdaspur,gurdaspur,french beans (frasbean),other,19-08-2025,2200,2600,2400
punjab,gurdaspur,gurdaspur,ginger(dry),other,19-08-2025,3500,4000,3700
punjab,gurdaspur,gurdaspur,onion,other,19-08-2025,1400,1600,1500
punjab,gurdaspur,gurdaspur,raddish,other,19-08-2025,1000,1200,1100
punjab,hoshiarpur,garh shankar,banana,medium,19-08-2025,3200,3700,3500
punjab,hoshiarpur,garh shankar,garlic,average,19-08-2025,4500,5500,5000
punjab,hoshiarpur,garhshankar (kotfatuhi),green chilli,other,19-08-2025,2500,3000,2800
punjab,hoshiarpur,garhshankar (kotfatuhi),potato,other,19-08-2025,800,1100,900
punjab,jalandhar,lohian khas,ridgeguard(tori),other,19-08-2025,2500,2700,2600
punjab,jalandhar,lohian khas,tomato,other,19-08-2025,4000,4200,4100
punjab,jalandhar,mehatpur,bitter gourd,other,19-08-2025,2500,3000,3000
punjab,jalandhar,nakodar,bottle gourd,bottle gourd,19-08-2025,600,750,650
punjab,jalandhar,nakodar,cucumbar(kheera),other,19-08-2025,550,750,650
punjab,kapurthala,kapurthala,potato,potato,19-08-2025,700,900,800
punjab,ludhiana,doraha,onion,other,19-08-2025,2000,2000,2000
punjab,ludhiana,khanna,cucumbar(kheera),other,19-08-2025,1000,2500,1500
punjab,ludhiana,khanna,papaya,other,19-08-2025,1000,2000,1500
punjab,ludhiana,khanna,pomegranate,other,19-08-2025,5000,10000,8000
punjab,ludhiana,ludhiana,cauliflower,other,19-08-2025,600,4000,2200
punjab,ludhiana,ludhiana,colacasia,other,19-08-2025,800,1200,1000
punjab,ludhiana,ludhiana,cucumbar(kheera),other,19-08-2025,700,1700,1000
punjab,ludhiana,ludhiana,ginger(dry),other,19-08-2025,2200,3200,2800
punjab,ludhiana,ludhiana,raddish,other,19-08-2025,500,1800,1000
punjab,ludhiana,ludhiana,tomato,other,19-08-2025,2000,4100,3100
punjab,moga,kot ise khan,bhindi(ladies finger),other,19-08-2025,1000,1200,1100
punjab,moga,kot ise khan,potato,other,19-08-2025,800,1000,900
punjab,moga,nihal singh wala,bhindi(ladies finger),other,19-08-2025,2000,3000,2800
punjab,moga,nihal singh wala,cabbage,other,19-08-2025,1000,1800,1500
punjab,moga,nihal singh wala,potato,other,19-08-2025,700,900,800
punjab,mohali,kurali,cabbage,other,19-08-2025,1000,1200,1100
punjab,mohali,kurali,potato,other,19-08-2025,900,1000,950
punjab,mohali,lalru,lime,other,19-08-2025,5000,5000,5000
punjab,mohali,lalru,onion,other,19-08-2025,2000,2200,2100
punjab,mohali,lalru,ridgeguard(tori),other,19-08-2025,2000,2000,2000
punjab,mohali,lalru,tomato,other,19-08-2025,3000,3500,3200
punjab,nawanshahr,nawan shahar(subzi mandi),apple,apple,19-08-2025,7000,8000,7600
punjab,nawanshahr,nawan shahar(subzi mandi),bhindi(ladies finger),other,19-08-2025,2500,3000,2800
punjab,nawanshahr,nawan shahar(subzi mandi),brinjal,other,19-08-2025,1500,2000,1700
punjab,nawanshahr,nawan shahar(subzi mandi),capsicum,other,19-08-2025,6000,6200,6100
punjab,nawanshahr,nawan shahar(subzi mandi),cucumbar(kheera),cucumbar,19-08-2025,3500,3600,3550
punjab,nawanshahr,nawan shahar(subzi mandi),green chilli,other,19-08-2025,3000,3500,3300
punjab,nawanshahr,nawan shahar(subzi mandi),sponge gourd,other,19-08-2025,2500,3000,2800
punjab,nawanshahr,nawan shahar(subzi mandi),tinda,other,19-08-2025,4500,5000,4800
punjab,nawanshahr,nawan shahar(subzi mandi),tomato,other,19-08-2025,5500,5800,5700
punjab,pathankot,pathankot,french beans (frasbean),french beans (frasbean),19-08-2025,4700,4900,4900
punjab,pathankot,pathankot,onion,onion,19-08-2025,1300,1600,1600
punjab,pathankot,pathankot,potato,potato,19-08-2025,600,900,900
punjab,patiala,nabha,green chilli,other,19-08-2025,2400,3300,2700
punjab,patiala,nabha,peas cod,other,19-08-2025,7000,9000,8300
punjab,patiala,nabha,potato,other,19-08-2025,500,1000,700
punjab,patiala,patiala,garlic,average,19-08-2025,6500,8300,7500
punjab,patiala,patiala,mint(pudina),mint(pudina),19-08-2025,500,900,800
punjab,patiala,rajpura,apple,other,19-08-2025,5000,6500,6000
punjab,patiala,rajpura,bhindi(ladies finger),other,19-08-2025,2800,3500,3200
punjab,patiala,rajpura,bottle gourd,other,19-08-2025,1200,1600,1400
punjab,patiala,rajpura,papaya,other,19-08-2025,3000,3600,3300
punjab,patiala,rajpura,wheat,local,19-08-2025,2600,2600,2600
punjab,ropar (rupnagar),chamkaur sahib,brinjal,other,19-08-2025,1350,1500,1400
punjab,ropar (rupnagar),chamkaur sahib,mango,other,19-08-2025,7850,8000,7900
punjab,ropar (rupnagar),chamkaur sahib,tomato,other,19-08-2025,7850,8000,7900
punjab,sangrur,ahmedgarh,apple,american,19-08-2025,5500,6000,5500
punjab,sangrur,ahmedgarh,bhindi(ladies finger),other,19-08-2025,3800,4000,4000
